,coconut_id,contains_sugar,contains_ring_sugars,contains_linear_sugars,molecular_weight,npl_score,number_of_carbons,number_of_nitrogens,number_of_oxygens,fsp3,hBondAcceptorCount,hBondDonorCount,lipinskiRuleOf5Failures,numberSpiroAtoms,xlogp
1500,CNP0367634,1,True,False,594.5208005615126,1.400624668226616,30,0,13,0.2,13,7,3,0,0.625
1501,CNP0383097,0,False,False,393.8668618602826,0.123154354313056,22,3,2,0.27272727272727204,5,1,0,0,0.9560000000000001
1502,CNP0272785,0,False,False,520.9576314873941,1.820684374144974,36,0,1,0.9722222222222221,1,0,3,0,18.330000000000005
1503,CNP0214040,0,False,False,274.3985155967933,2.171612753241308,18,0,2,0.611111111111111,2,1,1,0,6.906000000000001
1504,CNP0322976,0,False,False,538.5899724715559,1.636513813239663,29,2,8,0.551724137931034,8,3,1,1,-0.36999999999999905
1505,CNP0437026,0,False,False,418.5547890512118,0.9753299841100451,21,4,3,0.6190476190476191,7,4,0,0,1.146999999999999
1506,CNP0353735,0,False,False,448.46554590129267,0.36255877568889205,26,0,7,0.192307692307692,7,0,0,0,2.7720000000000002
1507,CNP0388667,0,False,False,512.6437075490086,0.9567004486237911,31,4,3,0.45161290322580605,7,3,1,0,3.157999999999999
1508,CNP0100806,0,False,False,699.963163804212,2.20841192458726,43,3,5,0.6744186046511621,8,4,3,0,6.947999999999999
1509,CNP0213832,0,False,False,613.664827095787,0.374310142454636,32,7,6,0.3125,13,3,2,0,1.9629999999999992
1510,CNP0270816,0,False,False,556.9875699741863,2.363861682636936,26,0,11,0.769230769230769,11,1,2,1,0.8160000000000001
1511,CNP0005296,0,False,False,260.28734099310276,1.6153630538667731,11,2,5,0.9090909090909091,7,3,0,0,-1.697
1512,CNP0053836,0,False,False,465.54080017424985,0.35320216637475804,30,1,4,0.30000000000000004,5,0,0,0,4.195
1513,CNP0356318,0,False,False,502.81306309860787,1.8836361582833,33,0,3,0.8787878787878781,3,0,3,0,12.665000000000006
1514,CNP0437027,0,False,False,183.20803645028607,0.985132450039047,8,3,2,0.5,5,2,0,0,-0.20500000000000002
1515,CNP0127952,0,False,False,634.8417003543882,2.696527413985978,36,0,9,0.9166666666666661,9,6,3,0,5.11
1516,CNP0361076,0,False,False,585.6723362453777,0.6960967754078571,32,3,6,0.21875000000000003,9,4,1,0,1.390000000000001
1517,CNP0437028,0,False,False,254.33115276142468,2.752588299176076,10,2,2,1.0,0,2,0,0,0.929999999999999
1518,CNP0059417,0,False,False,100.15910935420689,1.486120021334532,6,0,1,0.6666666666666661,1,1,0,0,0.9550000000000001
1519,CNP0332471,0,False,False,332.35175637383077,0.22841873905945,17,2,5,0.41176470588235203,7,2,0,0,1.774
1520,CNP0228924,0,False,False,379.44976738908224,0.777449976876437,23,1,4,0.347826086956521,5,1,0,0,2.686
1521,CNP0339762,0,False,False,454.5562844087691,0.9248870502759391,27,0,6,0.44444444444444403,6,0,2,0,5.456000000000001
1522,CNP0168780,0,False,False,412.6057141490157,2.501470778752233,27,0,3,0.8518518518518511,3,1,1,0,7.474000000000002
1523,CNP0437029,0,False,False,344.4486802396623,1.17499458214519,20,2,3,0.65,5,2,0,0,1.241999999999999
1524,CNP0235630,0,False,False,1072.964366300396,,40,2,31,0.9500000000000001,33,20,4,0,-10.251000000000007
1525,CNP0336873,0,False,False,204.18087137534448,1.126675468935965,7,2,5,0.5714285714285711,7,4,0,0,-4.177
1526,CNP0097425,0,False,False,837.0961478309684,1.977423299951107,51,2,8,0.568627450980392,10,8,4,0,7.747999999999998
1527,CNP0391036,0,False,False,477.5773479942078,0.18242558125027902,26,3,4,0.269230769230769,7,2,0,0,3.332
1528,CNP0065844,0,False,False,454.4419841068217,0.26191569214785904,25,2,3,0.28,5,0,0,0,2.901
1529,CNP0321827,0,False,False,284.763299401624,-0.922093672707266,12,2,2,0.16666666666666602,4,2,0,0,-0.28099999999999903
1530,CNP0364482,0,False,False,417.49948735689037,1.026861214020384,22,3,5,0.5454545454545451,6,3,0,0,1.9500000000000002
1531,CNP0278175,0,False,False,320.46703684089346,2.6933144532916273,20,0,3,0.9500000000000001,3,2,0,0,4.445
1532,CNP0202034,0,False,False,302.45175040567244,2.705849355806037,20,0,2,0.85,2,1,1,0,5.7680000000000025
1533,CNP0148864,0,False,False,480.5489089055529,2.113570706929524,25,0,9,0.8,9,2,0,0,1.472999999999999
1534,CNP0043777,0,False,False,317.92785654513295,-1.359818684567431,8,0,0,0.25,0,0,0,0,3.383
1535,CNP0287130,0,False,False,443.4904810838816,-0.027494954093132,24,1,7,0.375,8,4,0,0,1.197
1536,CNP0223425,0,False,False,440.44837944492275,-0.064139616016728,26,2,5,0.07692307692307601,7,2,0,0,2.114
1537,CNP0083411,0,False,False,355.24207372569145,0.86363488856001,9,5,8,0.555555555555555,13,9,2,0,-4.753999999999999
1538,CNP0272848,0,False,False,332.4346787531597,2.217113213924286,20,0,4,0.7000000000000001,4,2,0,0,1.996999999999999
1539,CNP0100611,0,False,False,573.7634355590629,1.802128003524909,36,1,5,0.6388888888888881,6,1,2,0,7.322999999999999
1540,CNP0437030,0,False,False,223.1825535971951,1.163496664491435,10,1,5,0.1,6,5,0,0,0.29800000000000004
1541,CNP0218382,0,False,False,360.40172559299526,1.645399727461618,20,0,6,0.35000000000000003,6,5,0,0,0.9620000000000001
1542,CNP0299202,0,False,False,832.8854736480195,1.974958616065528,42,0,17,0.69047619047619,17,2,3,0,2.119
1543,CNP0234760,0,False,False,246.30218680339237,2.192547055010704,15,0,3,0.6000000000000001,3,0,0,0,0.8739999999999991
1544,CNP0106994,0,False,False,716.9574943802293,1.496068531246642,35,6,6,0.6000000000000001,12,5,2,0,1.842999999999999
1545,CNP0336855,0,False,False,290.3133673752412,0.41695421321597104,19,0,3,0.105263157894736,3,0,0,0,2.756999999999999
1546,CNP0237465,0,False,False,272.2980809400202,0.23358529096246802,19,0,2,0.0,2,1,0,0,4.204
1547,CNP0363755,0,False,False,477.5499012511157,0.984282064243275,28,1,6,0.392857142857142,7,1,0,0,4.263
1548,CNP0403875,0,False,False,191.22683772657805,0.05780183215046301,11,1,2,0.36363636363636304,3,1,0,0,2.024
1549,CNP0134458,0,False,False,286.27996954001605,1.075028995435991,16,0,5,0.1875,5,3,0,0,0.031999999999999
1550,CNP0062889,0,False,False,296.53175301636094,1.813037298754579,20,0,1,0.9,1,1,2,0,10.384000000000002
1551,CNP0214116,0,False,False,359.42023021600227,0.7894065740692391,19,3,4,0.5263157894736841,7,2,0,0,0.684
1552,CNP0235675,0,False,False,1320.7367916396904,2.2747623022122,87,1,10,0.6781609195402291,11,7,4,1,14.978000000000016
1553,CNP0388097,0,False,False,518.5588045286834,0.7903933104299611,29,2,7,0.310344827586206,9,3,1,0,1.274
1554,CNP0225363,0,False,False,229.27492692459361,0.06137784077775801,14,1,2,0.35714285714285704,3,0,0,0,2.041
1555,CNP0437031,0,False,False,901.0506735567242,1.651036082128623,50,2,13,0.6000000000000001,15,5,3,0,1.015
1556,CNP0186982,0,False,False,280.35997215070455,2.786318777008729,16,0,4,0.8125,4,2,0,0,2.311
1557,CNP0190883,0,False,False,496.59467745748805,0.95339599041649,32,0,5,0.3125,5,0,1,0,6.398000000000002
1558,CNP0323036,0,False,False,710.6345860388449,1.6515923644250239,32,0,18,0.53125,18,10,3,0,-1.486000000000001
1559,CNP0079847,0,False,False,146.1414426292635,1.6109792453376142,6,0,4,0.6666666666666661,4,0,0,0,0.869
1560,CNP0096372,0,False,False,1197.5060353731853,2.152652489086074,65,8,13,0.815384615384615,21,15,4,0,4.361999999999999
1561,CNP0349672,0,False,False,407.4664393928689,0.24023821345461002,22,5,3,0.318181818181818,6,2,0,0,1.884
1562,CNP0223630,0,False,False,772.0210439553812,2.256964031386272,44,1,10,0.8636363636363631,11,0,2,0,4.749
1563,CNP0377937,0,False,False,510.33713882923274,0.58457787183143,24,3,5,0.33333333333333304,8,1,1,1,0.10199999999999901
1564,CNP0348617,0,False,False,308.37011297506194,2.453201209433551,17,0,5,0.764705882352941,5,1,0,0,1.465
1565,CNP0437032,0,False,False,610.5632994736036,2.100262316693607,31,0,13,0.48387096774193505,13,5,2,0,-0.28699999999999903
1566,CNP0437033,0,False,False,1061.0976176362133,1.726462732008426,55,6,16,0.38181818181818106,22,15,4,0,1.058999999999999
1567,CNP0269218,0,False,False,373.4484783902344,1.3393100034294951,16,5,5,0.75,10,6,2,0,-3.939999999999999
1568,CNP0059032,0,False,False,578.7003027514594,0.360673914892203,32,4,6,0.375,10,4,2,0,1.588
1569,CNP0418070,0,False,False,321.4583289870302,1.2842054798631861,18,3,2,0.9444444444444441,4,1,0,0,2.925
1570,CNP0330943,0,False,False,335.3971276526337,0.6010867448756401,21,1,3,0.28571428571428503,4,0,0,0,3.447999999999998
1571,CNP0082827,0,False,False,192.9399496035837,1.462760862316178,5,0,7,1.0,7,4,0,0,-1.633
1572,CNP0363827,0,False,False,453.4422414884963,0.585600939457345,24,1,8,0.291666666666666,9,1,0,0,2.041
1573,CNP0330440,0,False,False,244.33429563976975,1.42696191253984,11,4,2,0.818181818181818,6,5,0,0,0.9629999999999991
1574,CNP0358729,0,False,False,344.5746966035129,2.344906557355661,24,0,1,0.9166666666666661,1,1,1,0,8.834000000000003
1575,CNP0414120,0,False,False,679.1140760394323,0.9864661997562061,35,2,10,0.314285714285714,12,4,3,1,1.335999999999999
1576,CNP0437034,0,False,False,292.3093346854892,2.0103744228264,18,1,3,0.9444444444444441,3,1,0,0,1.397999999999999
1577,CNP0144338,0,False,False,164.20309268885032,0.49776549273350607,13,0,0,0.07692307692307601,0,0,0,0,4.417000000000001
1578,CNP0248708,0,False,False,989.1063238155408,2.684092249624849,48,0,21,0.9166666666666661,21,13,4,0,2.421000000000001
1579,CNP0180627,0,False,False,346.4612961575992,1.944090500071301,21,0,4,0.6666666666666661,4,2,0,0,4.895
1580,CNP0373859,0,False,False,241.41330995502489,1.799348670481935,15,1,1,0.9333333333333331,2,1,2,0,5.835000000000001
1581,CNP0312156,0,False,False,1101.5478034327837,2.017245682207861,71,4,6,0.7183098591549291,10,5,2,0,11.490000000000002
1582,CNP0237213,0,False,False,276.41439710444484,1.907310138608113,18,0,2,0.777777777777777,2,0,0,0,3.8089999999999993
1583,CNP0172489,0,False,False,380.4759875203896,2.4471136366175332,21,0,6,0.9047619047619041,6,3,0,0,0.933999999999999
1584,CNP0212545,0,False,False,431.4310852031233,-0.027735196102134003,18,3,4,0.44444444444444403,7,0,0,0,1.46
1585,CNP0437035,0,False,False,596.9509733066928,1.372699947874243,38,3,2,0.7368421052631571,4,3,3,0,10.434000000000001
1586,CNP0304518,0,False,False,310.38762930263556,1.430152446951219,20,0,3,0.4,3,1,0,0,2.972
1587,CNP0393869,0,False,False,388.5842423554397,2.572944047443907,25,0,3,0.92,3,2,1,0,6.739000000000001
1588,CNP0205686,0,False,False,351.39653258020314,0.261420405650771,21,1,4,0.23809523809523803,5,0,0,0,3.687999999999999
1589,CNP0437036,0,False,False,735.9717287937043,1.9137349106765922,41,1,8,0.658536585365853,9,2,3,0,13.35000000000001
1590,CNP0318114,0,False,False,404.5056253133169,0.441401665304587,24,4,2,0.416666666666666,6,2,0,0,1.053
1591,CNP0301624,0,False,False,300.3496809289773,0.8466761674102701,18,0,4,0.277777777777777,4,1,0,0,3.332999999999999
1592,CNP0182312,0,False,False,536.6553785233111,2.682303302631281,29,0,9,0.896551724137931,9,5,1,0,2.906999999999999
1593,CNP0134687,0,False,False,342.5157211113396,2.345714963048592,23,0,2,0.6086956521739131,2,1,2,0,8.575000000000001
1594,CNP0107925,0,False,False,440.74513692693836,2.450694322237894,31,0,1,0.9354838709677411,1,1,1,0,12.576000000000008
1595,CNP0422621,0,False,False,826.930552323667,1.716083543357133,49,2,10,0.448979591836734,12,8,4,1,5.054999999999999
1596,CNP0211724,0,False,False,764.5975270153083,1.8511420996482681,36,0,19,0.16666666666666602,19,10,3,0,4.132
1597,CNP0322246,1,True,False,1141.2954109677587,2.495622774131928,54,0,25,0.9444444444444441,25,9,4,0,3.574999999999998
1598,CNP0366792,0,False,False,777.0482879923923,0.8559271534646671,22,3,8,0.409090909090909,9,4,1,1,3.539999999999999
1599,CNP0150735,0,False,False,256.2970411925288,0.9951188837364041,16,0,3,0.25,3,1,0,0,1.62
1600,CNP0227230,0,False,False,372.4986494588268,1.61544377095167,23,0,4,0.6086956521739131,4,0,0,0,4.9460000000000015
1601,CNP0356823,0,False,False,697.1267312685885,2.178713332594216,46,0,4,0.891304347826086,4,2,3,0,17.709000000000007
1602,CNP0419501,0,False,False,600.7855498269981,1.8991645597920872,38,0,6,0.5789473684210521,6,2,3,0,8.411000000000001
1603,CNP0204563,0,False,False,488.44169381799423,1.5240628344895302,24,0,11,0.375,11,3,1,0,-0.20499999999999902
1604,CNP0136844,0,False,False,396.47539244795905,2.258491528526525,21,0,7,0.7142857142857141,7,3,0,0,1.392999999999999
1605,CNP0201463,0,False,False,308.4181073692203,1.6585378880883002,20,2,1,0.6000000000000001,3,0,0,0,1.802
1606,CNP0085715,0,False,False,199.3178105002764,0.44704832832102404,9,3,0,0.777777777777777,3,1,0,0,2.682
1607,CNP0014700,0,False,False,300.3562121084065,0.16077125773359802,16,4,2,0.375,6,2,0,0,0.671999999999999
1608,CNP0437037,0,False,False,387.4701994351669,1.771709154916718,22,1,5,0.636363636363636,6,2,0,0,2.734
1609,CNP0247186,0,False,False,474.58908717156373,2.012404090944059,30,0,5,0.533333333333333,5,2,0,0,4.024
1610,CNP0152747,0,False,False,284.52101711957295,1.9004456153507432,19,0,1,1.0,1,1,2,0,9.066
1611,CNP0287562,0,False,False,512.7217295187007,2.432371282140859,32,0,5,0.9375,5,0,2,2,8.428
1612,CNP0167535,0,False,False,362.3745131161252,2.404329362148089,19,0,7,0.47368421052631504,7,3,0,0,-0.399
1613,CNP0342588,0,False,False,994.1391797962542,1.215852891509671,50,7,14,0.58,21,9,4,0,2.4370000000000003
1614,CNP0311589,0,False,False,150.13174647996695,0.740657381628779,8,0,3,0.125,3,0,0,0,0.98
1615,CNP0081205,0,False,False,145.56216315507697,-1.3146004944390701,6,1,0,0.0,1,1,0,0,1.017
1616,CNP0388738,0,False,False,358.34275010082195,0.9274061915877371,19,0,7,0.210526315789473,7,2,0,0,2.280999999999999
1617,CNP0111295,0,False,False,266.33335474626494,2.35219953530356,15,0,4,0.8,4,1,0,1,0.541999999999999
1618,CNP0391787,0,False,False,288.2527570631458,1.19053696958553,15,0,6,0.2,6,1,0,0,1.044
1619,CNP0226542,0,False,False,428.51893110754156,1.9555891201456812,25,0,6,0.48,6,0,0,0,4.293
1620,CNP0279101,0,False,False,355.43156118522086,0.6033256330247171,20,3,3,0.35000000000000003,6,4,0,0,1.204
1621,CNP0208228,0,False,False,443.4953814935182,0.346345429685239,26,3,4,0.269230769230769,7,2,0,0,2.063
1622,CNP0160227,0,False,False,431.43665120257185,0.79229081412761,22,1,8,0.45454545454545403,9,1,0,0,0.199999999999999
1623,CNP0437038,0,False,False,537.6068463247703,1.7831410080686112,32,3,5,0.9375,7,2,1,0,3.835
1624,CNP0148296,0,False,False,115.1737533150687,1.241044123863995,6,1,1,0.833333333333333,2,1,0,0,1.090999999999999
1625,CNP0078809,0,False,False,594.6931764995995,1.5088630631754971,34,0,9,0.529411764705882,9,1,2,0,4.341
1626,CNP0437039,0,False,False,345.2133097986767,-0.530517608406132,13,1,2,0.30769230769230704,3,1,0,0,3.7110000000000003
1627,CNP0346399,0,False,False,302.45175040567244,2.640520814217144,20,0,2,0.7000000000000001,2,2,1,0,5.149
1628,CNP0079893,0,False,False,612.5344521768114,2.252805651259619,27,0,16,1.0,15,12,3,0,-3.621999999999998
1629,CNP0370375,0,False,False,394.46114576022944,0.517302492199881,24,0,5,0.33333333333333304,5,0,1,0,5.034000000000001
1630,CNP0172515,0,False,False,350.44996518838065,2.330194124283179,20,0,5,0.75,5,3,0,0,1.635
1631,CNP0014336,0,False,False,352.43091871086176,0.30174372586450504,20,4,2,0.35000000000000003,6,2,0,0,-0.42500000000000004
1632,CNP0437040,0,False,False,412.3539431200091,-0.32167069480833704,20,2,2,0.30000000000000004,2,1,0,0,4.03
1633,CNP0355649,1,True,False,591.6494400407187,1.422987689439498,33,1,9,0.42424242424242403,10,5,1,0,3.634999999999999
1634,CNP0055684,0,False,False,135.12363369853435,-0.47589408737035604,6,3,1,0.0,4,2,0,0,1.097999999999999
1635,CNP0125053,0,False,False,320.38574523135713,2.407678089025966,13,4,5,1.0,9,7,1,0,-2.529000000000001
1636,CNP0053310,0,False,False,341.36184979625955,0.448219068721308,18,3,4,0.388888888888888,7,1,0,0,0.202
1637,CNP0111455,0,False,False,312.4466047948089,2.644327527567242,21,0,2,0.7142857142857141,2,2,0,0,3.993999999999999
1638,CNP0334804,0,False,False,354.3540810700406,0.34096083413850903,20,0,6,0.2,6,0,0,0,2.651
1639,CNP0387396,0,False,False,334.5001854247622,1.214975216172971,19,4,1,0.7894736842105261,5,1,0,0,3.938999999999999
1640,CNP0236994,0,False,False,435.55623700684055,1.908191319577918,27,1,4,0.592592592592592,5,3,0,0,2.16
1641,CNP0354848,0,False,False,397.37886585525973,0.8652277718801541,21,1,7,0.28571428571428503,8,1,0,0,1.71
1642,CNP0265981,0,False,False,654.5928066764147,0.60476211337908,21,10,11,0.28571428571428503,19,7,3,0,1.591999999999998
1643,CNP0422099,0,False,False,142.23896156752565,1.821321623770371,9,0,1,0.8888888888888881,1,0,0,0,3.663999999999999
1644,CNP0131236,0,False,False,620.7288949809051,2.17170605512995,33,0,11,0.7272727272727271,11,0,3,0,3.6020000000000003
1645,CNP0049766,0,False,False,440.39054273333534,-0.44896848708957904,24,2,2,0.08333333333333301,4,1,0,0,3.491
1646,CNP0061065,0,False,False,426.4201272205611,-0.255784818367071,22,2,7,0.27272727272727204,9,1,0,0,2.035
1647,CNP0189602,0,False,False,402.4401186417143,1.36970313686546,25,0,5,0.24,5,1,0,0,3.373
1648,CNP0437041,0,False,False,786.9129411922365,1.779950932800612,46,4,8,0.413043478260869,12,7,3,0,3.204999999999999
1649,CNP0047069,0,False,False,270.30637653561666,0.6955601450371051,11,2,4,0.27272727272727204,4,4,0,0,-2.3810000000000002
1650,CNP0354179,0,False,False,563.7685811699265,2.061210340238632,35,1,5,0.7428571428571421,6,1,2,1,7.268999999999999
1651,CNP0036540,0,False,False,402.35063825868417,0.9286365421616191,16,4,6,0.4375,10,7,1,0,-2.769
1652,CNP0437042,1,True,False,1043.884915410339,0.8887233430788141,47,1,26,0.446808510638297,27,13,4,0,-1.310000000000001
1653,CNP0186903,0,False,False,308.37011297506194,2.504839047194121,17,0,5,0.764705882352941,5,1,0,0,1.9140000000000001
1654,CNP0123089,0,False,False,959.1664894525754,2.558816650455276,49,0,18,0.9387755102040811,18,10,4,0,4.365999999999999
1655,CNP0208364,0,False,False,464.6804207514708,2.211014371427049,31,0,3,0.5806451612903221,3,2,2,0,11.315000000000003
1656,CNP0141739,0,False,False,182.259838288671,1.3125237721033711,11,0,2,0.5454545454545451,2,0,0,0,2.941
1657,CNP0387003,0,False,False,254.2795248649552,2.121333883128461,13,0,5,0.6153846153846151,5,3,0,0,0.762
1658,CNP0422883,0,False,False,180.15776881197593,0.441954116224592,9,0,4,0.11111111111111101,4,1,0,0,0.20299999999999901
1659,CNP0316335,0,False,False,304.51072589784576,1.817082664075636,21,0,1,1.0,1,0,1,0,8.687000000000001
1660,CNP0306734,0,False,False,874.791315103329,1.7158927454354682,38,0,23,0.6578947368421051,23,13,4,0,-4.180999999999998
1661,CNP0423720,0,False,False,244.28467047581876,2.653035612987427,12,0,5,0.75,5,3,0,0,0.47900000000000004
1662,CNP0225316,1,True,False,551.5407405306078,0.7596737040878531,26,1,12,0.5,13,7,4,0,-2.358000000000001
1663,CNP0321914,0,False,False,656.7294402758132,0.7825585824356991,35,6,7,0.37142857142857105,11,3,3,0,2.093
1664,CNP0363310,0,False,False,637.8472432383841,2.233702245423107,38,1,7,0.763157894736842,8,4,2,0,5.348
1665,CNP0109095,0,False,False,273.37066064556393,1.8889921578545321,17,1,2,0.764705882352941,3,0,0,0,0.29799999999999904
1666,CNP0390890,0,False,False,122.18888079350876,-0.30941821397886704,7,0,0,0.0,0,0,0,0,1.314
1667,CNP0116312,0,False,False,413.59374070543794,1.944002568058683,26,1,3,0.6923076923076921,4,2,1,0,8.349000000000002
1668,CNP0199598,0,False,False,1078.4298050465086,1.5742398632305261,69,5,6,0.507246376811594,11,7,4,0,8.703000000000005
1669,CNP0333550,0,False,False,430.49171863067136,1.08915430589229,24,0,7,0.5,7,0,0,0,2.103
1670,CNP0437043,0,False,False,949.168788689931,1.7509497191705452,39,5,14,0.6666666666666661,18,12,4,0,1.232
1671,CNP0268512,0,False,False,678.683774627994,0.9738003681721131,42,0,9,0.047619047619047006,9,7,2,0,4.086999999999999
1672,CNP0086627,0,False,False,405.4871206903098,1.026846859367365,25,1,4,0.36,5,2,0,0,2.109
1673,CNP0311233,0,False,False,408.40320596541807,0.21835450804855303,19,2,8,0.5263157894736841,10,4,0,0,-1.234
1674,CNP0159769,0,False,False,216.2314356669396,3.147144401159229,10,0,5,0.9,5,2,0,0,-0.633
1675,CNP0420563,0,False,False,476.47568672565006,0.8462349561601831,27,0,8,0.185185185185185,8,2,0,0,1.715
1676,CNP0392157,0,False,False,615.7123709988944,2.522811317899687,33,1,10,0.818181818181818,11,2,2,0,2.061
1677,CNP0437044,0,False,False,441.52095915046635,1.385838185255474,24,3,5,0.9166666666666661,7,2,0,0,2.058
1678,CNP0242595,0,False,False,618.7992014422971,2.514976397622943,35,0,9,0.8857142857142851,9,5,2,0,6.026000000000001
1679,CNP0026373,0,False,False,403.22364595505576,-0.047863574456935,19,0,5,0.157894736842105,5,0,0,0,2.258
1680,CNP0191864,1,True,False,527.5229022393429,1.427834279045587,18,1,13,0.611111111111111,12,1,3,0,-0.167
1681,CNP0250367,0,False,False,688.7599125264078,2.072971412917392,36,0,13,0.6944444444444441,13,1,3,0,3.227999999999999
1682,CNP0343974,0,False,False,449.8871435089973,-0.151928388604385,24,3,4,0.08333333333333301,7,2,0,0,1.430000000000001
1683,CNP0169414,0,False,False,140.18162089527434,0.444898702494928,11,0,0,0.09090909090909001,0,0,0,0,3.757
1684,CNP0065234,0,False,False,409.43596132628414,-0.06766757931676701,22,3,5,0.318181818181818,8,1,0,0,0.9680000000000001
1685,CNP0127302,0,False,False,391.48795002896225,0.181283646697098,22,3,2,0.27272727272727204,5,1,0,0,2.032
1686,CNP0085114,0,False,False,676.7922706141417,2.452090653042268,36,0,12,0.833333333333333,12,6,3,0,2.294
1687,CNP0185160,0,False,False,496.7223245911314,2.500384878399312,32,0,4,0.8125,4,0,1,0,6.216000000000002
1688,CNP0203761,0,False,False,474.5890871715637,1.52576384025917,30,0,5,0.30000000000000004,5,3,1,0,6.672000000000001
1689,CNP0083086,0,False,False,292.37723922692174,1.9193389606115452,15,4,2,0.866666666666666,6,1,0,0,1.4069999999999991
1690,CNP0127489,0,False,False,345.43834161600654,0.171015834743401,22,3,1,0.318181818181818,4,1,0,0,1.192
1691,CNP0406784,0,False,False,433.58671507342535,1.153041552083382,27,3,2,0.592592592592592,5,0,0,0,2.711999999999999
1692,CNP0183608,0,False,False,271.10718591030985,0.9170813607097261,11,0,3,0.36363636363636304,3,0,0,0,1.206999999999999
1693,CNP0079141,0,False,False,265.4347817486008,1.439159854265426,17,1,1,0.9411764705882351,2,0,0,0,3.984
1694,CNP0315153,0,False,False,1107.383239572715,2.190537049941822,58,8,13,0.827586206896551,21,15,4,1,2.107999999999998
1695,CNP0437045,0,False,False,344.28638554355643,-0.162475634803828,15,2,4,0.266666666666666,3,4,0,0,2.682
1696,CNP0316551,0,False,False,614.8203332307891,1.072485929962067,40,4,2,0.65,6,1,1,0,3.9050000000000002
1697,CNP0284810,0,False,False,371.43096611279026,0.763039629767705,20,3,4,0.55,7,1,0,0,0.003999999999999
1698,CNP0367530,0,False,False,224.3827844865115,1.9977338571440741,15,0,1,1.0,1,1,1,0,5.751000000000001
1699,CNP0243355,0,False,False,538.7985006788207,-0.682341508358274,25,1,4,0.0,5,0,1,0,3.93
1700,CNP0193229,0,False,False,412.3902442264069,2.205520738225984,22,0,8,0.409090909090909,8,1,0,0,0.783
1701,CNP0085095,0,False,False,650.8411052819577,2.650731632974623,36,0,10,0.9166666666666661,10,7,3,0,5.169
1702,CNP0370428,0,False,False,280.36323774041915,0.9101298140478741,15,2,3,0.8,5,0,0,0,-0.642999999999999
1703,CNP0437046,0,False,False,358.2202308270426,0.238040168204693,15,3,3,0.46666666666666606,6,1,0,0,0.8360000000000001
1704,CNP0081349,0,False,False,578.5197608140211,0.9425328147036611,27,0,14,0.44444444444444403,14,8,3,0,-1.723
1705,CNP0078621,0,False,False,492.73202074042797,2.089890803535878,30,0,5,0.766666666666666,5,3,2,0,5.550999999999998
1706,CNP0296471,0,False,False,288.3438413916965,0.5847405820760561,12,4,4,0.75,8,4,0,0,-0.5720000000000001
1707,CNP0244556,0,False,False,510.53999920226204,2.188912778293859,19,6,10,0.9473684210526311,16,12,3,0,-4.586999999999999
1708,CNP0018883,0,False,False,450.39523943990076,1.438984773358,24,0,9,0.125,9,5,0,0,0.22200000000000003
1709,CNP0353177,0,False,False,340.32746366560093,0.40145350104476,19,0,6,0.157894736842105,6,0,0,0,1.714999999999999
1710,CNP0057484,0,False,False,432.5350468814151,0.343673387993616,22,2,5,0.409090909090909,7,2,0,0,0.9560000000000001
1711,CNP0087129,0,False,False,208.29719158989857,2.192698925883079,13,0,2,0.769230769230769,2,1,0,0,4.272
1712,CNP0348243,0,False,False,459.49805201080227,0.149679160626974,25,5,4,0.28,9,4,0,0,0.9980000000000001
1713,CNP0437047,0,False,False,1169.3287869329743,1.458829353305725,57,8,15,0.508771929824561,23,13,4,0,-0.79
1714,CNP0210274,0,False,False,690.9583387040162,2.187813892080802,39,2,5,0.7435897435897431,6,3,2,0,7.187999999999996
1715,CNP0327125,1,True,False,918.8024956751779,1.939790980895583,42,0,23,0.42857142857142805,23,13,4,0,-1.167000000000001
1716,CNP0437048,0,False,False,218.275397371346,0.5223295932986131,12,3,1,0.416666666666666,3,2,0,0,0.19
1717,CNP0357298,0,False,False,318.45115533324184,2.472291557779595,20,0,3,0.65,3,1,0,0,3.092999999999999
1718,CNP0437049,0,False,False,338.48232327611436,2.164437587092974,20,0,4,0.8,4,3,0,0,2.276
1719,CNP0250327,0,False,False,947.1557535557872,2.410291003508768,48,0,18,0.958333333333333,18,12,4,0,4.852999999999999
1720,CNP0111782,0,False,False,439.28657363084807,1.3738253012779071,21,0,6,0.23809523809523803,6,3,0,0,4.427
1721,CNP0426957,0,False,False,950.5168455213736,1.232083762249594,48,7,11,0.5,18,7,4,0,4.117999999999999
1722,CNP0401793,0,False,False,402.4261021700772,-0.41088833989614504,18,4,5,0.16666666666666602,9,4,0,0,-1.444999999999999
1723,CNP0249588,0,False,False,408.49429434409825,0.541500007991223,23,4,3,0.43478260869565205,7,2,0,0,0.21599999999999903
1724,CNP0178789,0,False,False,328.31672776881294,1.782194850549022,18,0,6,0.16666666666666602,6,4,0,0,2.569
1725,CNP0437050,0,False,False,468.5861674029233,0.707012803592858,27,2,5,0.518518518518518,7,0,0,0,1.121999999999999
1726,CNP0165066,0,False,False,431.4846455967303,1.037358410606714,25,3,4,0.4,7,3,0,1,0.24400000000000002
1727,CNP0165615,0,False,False,564.4931434095815,1.109807135589658,26,0,14,0.423076923076923,14,9,3,0,-2.0010000000000012
1728,CNP0105285,0,False,False,438.5444978294846,0.38921143353090204,23,4,3,0.43478260869565205,7,3,0,0,1.498
